city,latitude,longitude
Al Maslub,16.18271,44.62613
Al Matariyah,31.18287,32.03108
Al Matlin,37.24516,10.05
Al Matun,16.23063,44.58476
Al Mawsil al Jadidah,36.33306,43.1049
Al Mayadin,35.01982,40.45154
Al Mayfa'ah,14.46392,44.54866
Al Maymunah,31.679,46.96948
Al Mazar,31.06556,35.69611
Al Mazra`ah,32.78398,36.47695
Al Mazra`ah ash Sharqiyah,32.00018,35.28152
Al Midyah,31.93592,35.005
Al Miftah,15.97431,43.46381
Al Mighlaf,15.2871,43.18914
Al Mijlad,11.03333,27.73333
Al Milah,13.42611,44.82556
Al Mindak,20.1588,41.28337
Al Minya,28.10988,30.7503
Al Miqdadiyah,33.97861,44.93694
Al Mirwah,15.47171,43.42947
Al Mishkhab,31.80437,44.4893
Al Mismiyah,33.12972,36.39254
Al Misrakh,13.46059,44.02043
Al Mithnab,25.86012,44.22228
Al Mubarraz,25.41,49.58083
Al Mughayyir,32.42228,35.38476
Al Mughayyir,32.0192,35.34783
Al Mughraqah,31.46587,34.41208
Al Muharraq,26.25722,50.61194
Al Mukalla,14.54248,49.12424
Al Mulayhah,33.48522,36.37561
Al Munayzilah,25.38333,49.66667
Al Munirah,15.32024,42.92936
Al Musaddar,31.41052,34.37802
Al Musayfirah,32.63205,36.33934
Al Musaymir,13.44389,44.61528
Al Musayyib,32.77872,44.29005
Al Mushannaf,32.73931,36.77473
Al Mutayrifi,25.47879,49.55763
Al Muwayh,22.43333,41.75829
Al Muzayri`ah,35.5318,36.07003
Al Muzayrib,32.71099,36.02743
Al Nashmah,13.39028,43.96833
Al Qa'im,34.39133,40.98862
Al Qabil,22.571,58.69472
Al Qabw,34.84324,36.45493
Al Qadarif,14.03493,35.38344
Al Qadmus,35.09855,36.15984
Al Qaflah,16.31897,43.76792
Al Qahtaniyah,37.029,41.54596
Al Qamishli,37.05215,41.23142
Al Qamsiyah,35.03357,36.01455
Al Qanatir al Khayriyah,30.19327,31.13703
Al Qanawis,15.49277,43.13433
Al Qanayat,30.6188,31.46099
Al Qarah,25.41667,49.66667
Al Qararah,31.37389,34.34085
Al Qardahah,35.45644,36.05909
Al Qaryatayn,34.22956,37.24066
Al Qasr,31.31444,35.745
Al Qatif,26.5208,50.02452
Al Qatn,15.84056,48.45556
Al Qatrun,24.95139,14.64861
Al Qaysumah,28.31117,46.12729
Al Qitena,14.8648,32.3668
Al Qubaybah,31.83886,35.13678
Al Qubbah,32.76163,22.24237
Al Qunaytirah,33.12595,35.82461
Al Qurayn,30.61618,31.73514
Al Qurayn,25.48333,49.6
Al Qurayshiyah,14.5122,44.85358
Al Qurayya,32.54337,36.59776
Al Qurayyat,31.33176,37.34282
Al Qurh,16.73333,51.48333
Al Qurnah,31.01547,47.43362
Al Qusayr,26.10426,34.27793
Al Qusayr,34.50914,36.57975
Al Qusiyah,27.4402,30.81841
Al Qutayfah,33.73848,36.60071
Al Qutaylibiyah,35.29203,36.01592
Al Quwayrah,29.80045,35.3116
Al Quwaysimah,31.9167,35.95
Al Shiruj,14.68526,47.76926
Al Sohar,24.3643,56.74681
Al Tuhayta',14.18356,43.22637
Al Wafrah,28.63917,47.93056
Al Wajh,26.24551,36.45249
Al Wakrah,25.17151,51.60337
Al Wasitah,29.33778,31.20556
Al Wuday`,13.7721,46.01785
Al Wukayr,25.15083,51.53778
Al Ya`rubiyah,36.81138,42.06206
Al Yamun,32.48563,35.23011
Al-Hamdaniya,36.27093,43.37758
Al'met'yevsk,54.90442,52.3154
Ala,24.99848,102.78835
Ala,45.76072,11.00458
Ala dei Sardi,40.65007,9.32783
Ala di Stura,45.31492,7.30345
Ala-Buka,41.4105,71.48628
Alabaster,33.24428,-86.81638
Alabat,14.101,122.0125
Alabel,6.10179,125.29048
Alabio,-2.4542,115.2445
Alabug,17.73261,121.46773
Alabushevo,56.01667,37.15
Alac,15.9877,120.8065
Alaca,40.16833,34.8425
Alacahan,39.10667,37.57556
Alacakaya,38.45751,39.85956
Alacam,41.60556,35.59806
Alacati,38.28246,26.37459
Alacaygan,10.84014,123.0583
Alachua,29.75163,-82.42483
Alacon,41.02575,-0.69782
Alacranes,22.76512,-81.56929
Alad,12.61682,122.24751
Aladag,37.5485,35.39603
Aladren,41.24917,-1.15591
Alae,8.42444,124.81278
Alaejos,41.30732,-5.21567
Alafaya,28.5641,-81.2114
Alafors,57.92579,12.07835
Alagapuram,11.88705,78.91758
Alage'er,39.34295,77.90055
Alaghsas,17.0187,8.0168
Alagir,43.04222,44.22222
Alagna,45.16917,8.88947
Alagna Valsesia,45.85182,7.93752
Alagoa,39.36125,-7.53894
Alagoa Grande,-7.15833,-35.63
Alagoa Nova,-7.07083,-35.75833
Alagoinha,-6.95,-35.545
Alagoinhas,-12.13556,-38.41917
Alagon,41.76964,-1.11906
Alah Say,34.8965,69.72049
Alahaermae,63.23333,22.85
Alahanpanjang,-1.07491,100.79354
Alaili Dadda`,12.42167,42.89556
Alaior,39.93034,4.14039
Alajaervi,63,23.81667
Alajar,37.87408,-6.66536
Alajero,28.06205,-17.24073
Alajuela,10.01625,-84.21163
Alajuelita,9.90163,-84.10042
Alak,-10.1973,123.5334
Alakaga,41.54667,82.76639
Alakak,47.74462,87.49813
Alakamis,37.15898,41.78915
Alakurtti,66.9672,30.34905
Alamada,7.33333,124.56667
Alamar,23.15833,-82.27694
Alameda,37.2087,-4.6586
Alameda,37.76521,-122.24164
Alameda del Valle,40.9187,-3.84243
Alamedilla,37.58232,-3.24241
Alamillo,38.67842,-4.79008
Alaminos,40.86303,-2.72573
Alaminos,16.15611,119.98111
Alaminos,14.06391,121.24649
Alamo,32.14712,-82.77792
Alamo,35.78479,-89.11729
Alamo,26.18369,-98.12306
Alamo,37.8502,-122.03218
Alamo,34.42089,-107.51088
Alamo,37.36496,-115.16446
Alamo,20.91063,-97.67485
Alamo Heights,29.48495,-98.46585
Alamogordo,32.89953,-105.96027
Alamor,45.93003,23.9937
Alamos,27.02326,-108.9344
Alamos Tepetitlan,19.19619,-97.43858
Alamosa,37.46945,-105.87002
Alamosa East,37.47735,-105.84217
Alampra,34.98898,33.39887
Alampur,15.87987,78.13352
Alampur,26.02514,78.79697
Aland,17.56425,76.56854
Alandi,18.67756,73.89868
Alandroal,38.702,-7.40309
Alandur,13.0025,80.20611
Alanga,-9.5386,119.753
Alangalang,11.20611,124.84667
Alanganallur,10.0469,78.09061
Alangayam,12.62239,78.75158
Alange,38.78495,-6.24574
Alangilan,9.2793,122.8789
Alangilanan,9.642,123.1059
Alangudi,10.3606,78.98492
Alangulam,8.86404,77.49937
Alanib,8.02778,124.98611
Alanis,38.03333,-5.71667
Alanje,8.39791,-82.55947
Alannay,18.06114,121.58616
Alanno,42.29552,13.97084
Alano di Piave,45.90681,11.9084
Alanya,36.54375,31.99982
Alanyurt,40.10881,29.51871
Alap,46.79915,18.68938
Alapa,8.61667,4.38333
Alapayevsk,57.85158,61.69627
Alapi Village,-8.52074,179.1968
Alapli,41.1814,31.38514
Alappakkam,11.59895,79.71893
Alaquas,39.45568,-0.461
Alaquines,22.12973,-99.60093
Alar del Rey,42.66037,-4.31271
Alaraz,40.74886,-5.28781
Alarba,41.20482,-1.61335
Alarcon,39.55,-2.08333
Alarilla,40.84711,-3.1031
Alaro,39.70441,2.79181
Alarobia,-18.96667,47.73333
Alas i Cerc,42.35,1.51667
Alasbuluh,-8.0097,114.4068
Alasehir,38.35083,28.51718
Alasmalang,-7.139,114.5895
Alassio,44.00393,8.16713
Alastaro,60.95,22.85
Alata,41.97749,8.74232
Alatan Hada,47.95764,119.59583
Alatoz,39.09495,-1.36098
Alatri,41.73187,13.3412
Alattyan,47.42705,20.04219
Alatyr',54.8421,46.5813
Alausi,-2.20329,-78.84714
Alaverdi,41.09766,44.67316
Alavieska,64.16667,24.3
Alavus,62.58333,23.61667
Alawalpur,31.43161,75.65614
Alayao,14.2818,122.5524
Alba,40.61825,-1.34658
Alba,44.6999,8.0347
Alba,48.15859,26.47736
Alba Adriatica,42.83176,13.9259
Alba de Cerrato,41.81276,-4.3647
Alba de Tormes,40.82664,-5.51237
Alba de Yeltes,40.6718,-6.3166
Alba Iulia,46.06667,23.58333
Alba Posse,-27.56978,-54.68262
Alba-la-Romaine,44.55537,4.59846
Albac,46.45246,22.95164
Albacete,38.99424,-1.85643
Albaching,48.11667,12.11667
Albagiara,39.78724,8.86184
Albaida,38.83798,-0.51721
Albaida del Aljarafe,37.42354,-6.16675
Albairate,45.41957,8.93744
Albal,39.4,-0.41667
Albala,39.25592,-6.18528
Albaladejo,38.61887,-2.80784
Albaladejo del Cuende,39.80684,-2.22903
Albalat de la Ribera,39.2,-0.38333
Albalat dels Sorells,39.53333,-0.35
Albalat dels Tarongers,39.7,-0.33333
Albalate de Cinca,41.72521,0.15244
Albalate de las Nogueras,40.36614,-2.27718
Albalate de Zorita,40.30812,-2.84267
Albalate del Arzobispo,41.12173,-0.51142
Albalatillo,41.73527,-0.15115
Alban,4.87661,-74.43768
Albanchez,37.28361,-2.18229
Albanel,48.88324,-72.44867
Albanella,40.47943,15.11454
Albania,11.16099,-72.59238
Albania,1.32866,-75.87824
Albano di Lucania,40.58614,16.03712
Albano Laziale,41.72748,12.659
Albano Sant'Alessandro,45.68762,9.76651
Albano Vercellese,45.42616,8.38093
Albany,-35.0031,117.86595
Albany,31.57851,-84.15574
Albany,36.6909,-85.13468
Albany,30.50436,-90.58231
Albany,39.22334,-94.11328
Albany,32.72345,-99.2973
Albany,40.30088,-85.24191
Albany,45.62996,-94.57
Albany,40.24861,-94.33107
Albany,42.65258,-73.75623
Albany,42.70778,-89.43706
Albany,37.88687,-122.29775
Albany,44.63651,-123.10593
Albardon,-31.43722,-68.52556
Albaredo,46.10293,9.59046
Albaredo,45.66725,12.01095
Albaredo Arnaboldi,45.10666,9.24296
Albaredo d'Adige,45.31859,11.27843
Albares,40.3069,-3.00897
Albareto,44.44692,9.70228
Albareto,44.68964,10.96713
Albaretto della Torre,44.59624,8.06464
Albarracin,40.40818,-1.44375
Albarreal de Tajo,39.89698,-4.22895
Albasu,11.67403,9.14059
Albatana,38.57057,-1.5221
Albatera,38.17902,-0.87059
Albavilla,45.80038,9.18504
Albayrak,38.14252,44.2012
Albbruck,47.59077,8.12954
Albelda,41.86542,0.45999
Albelda de Iregua,42.35837,-2.47278
Albemarle,35.35014,-80.20006
Albendea,40.48751,-2.41747
Albendiego,41.22742,-3.05171
Albenga,44.04997,8.21829
Albeni,45.03333,23.6
Albens,45.78463,5.94875
Albera Ligure,44.70159,9.0672
Albergaria-a-Velha,40.69318,-8.47994
Alberi,44.74837,10.33045
Alberic,39.11667,-0.51667
Alberite,42.40704,-2.43894
Alberite de San Juan,41.82009,-1.47063
Alberndorf in der Riedmark,48.40607,14.41441
Albero Alto,42.05031,-0.3371
Albero Bajo,42.0238,-0.38018
Alberobello,40.78448,17.23618
Alberona,41.43225,15.12304
Albers,38.54338,-89.61231
Albersdorf,54.15,9.28333
Albersdorf,50.9033,11.77297
Albershausen,48.69136,9.56493
Albersweiler,49.21917,8.03
Albert,50.00091,2.65096
Albert Lea,43.64801,-93.36827
Albert Park,-37.83333,145
Albert Park,-34.87201,138.51966
Albert Town,18.29434,-77.54239
Alberti,-35.02692,-60.27587
Albertirsa,47.24315,19.61686
Alberton,-34.85925,138.52138
Alberton,46.81685,-64.06542
Albertshofen,49.76667,10.16667
Albertslund,55.65691,12.36381
Albertson,40.77343,-73.64318
Albertstadt,51.08333,13.76667
Albertville,45.67452,6.39061
Albertville,34.26759,-86.20887
Albertville,45.23774,-93.65441
Alberuela de Tubo,41.90846,-0.21418
Albesa,41.75282,0.65936
Albese Con Cassano,45.79488,9.16364
Albessen,49.51667,7.33333
Albesti,47.7,27.06667
Albesti,46.5,27.86667
Albesti,46.23333,24.85
Albesti,45.30955,25.0078
Albesti,44.53333,27.13333
Albesti,43.8,28.41667
Albesti-Muru,44.9444,26.20899
Albesti-Paleologu,44.95,26.21667
Albestii de Arges,45.21667,24.66667
Albestii Pamanteni,45.21667,24.66667
Albestii Ungureni,45.22529,24.67254
Albeta,41.82636,-1.49936
Albettone,45.35811,11.5843
Albi,43.9298,2.148
Albi,39.02456,16.59721
Albia,41.02667,-92.80575
Albiano,46.14451,11.19459
Albiano d'Ivrea,45.43424,7.94789
Albiano Magra,44.17574,9.91619
Albias,44.09049,1.44821
Albiate,45.65537,9.25035
Albidona,39.92332,16.47237
Albig,49.77361,8.12139
Albignano,45.50054,9.49299
Albignasego,45.34705,11.86781
Albigny-sur-Saone,45.86667,4.83333
Albigowa,50.01425,22.22414
Albillos,42.2768,-3.78908
Albina,5.5,-54.05
Albinea,44.62859,10.61024
Albinia,42.50278,11.21027
Albino,45.76444,9.79904
Albinyana,41.25,1.48333
Albiolo,45.80558,8.93924
Albion,-37.76667,144.83333
Albion,-20.21167,57.40083
Albion,38.37755,-88.05615
Albion,41.3956,-85.42442
Albion,42.2431,-84.75303
Albion,41.69084,-98.00367
Albion,43.24645,-78.19363
Albion,41.89061,-80.36645
Albion,40.95895,-78.94698
Albion Park Rail,-34.56123,150.79675
Albis,47.39024,22.24528
Albisheim,49.64941,8.09442
Albisola Marina,44.33079,8.5096
Albisola Superiore,44.33889,8.51046
Albitreccia,41.86248,8.94182
Albiztur,43.12933,-2.13649
Albizzate,45.72698,8.80312
Alblasserdam,51.86583,4.66111
Albocasser,40.35,0.03333
Albolote,37.23088,-3.6551
Albondon,36.8277,-3.21144
Albonese,45.29285,8.70615
Albons,42.10389,3.08433
Alborache,39.38333,-0.76667
Alborada Jaltenco,19.66194,-99.06889
Alboraya,39.5,-0.35
Alborea,39.28333,-1.38333
Alborge,41.33367,-0.35675
Albornos,40.83795,-4.88129
Albosaggia,46.14749,9.85405
Albota de Jos,44.76667,24.83333
Albox,37.38856,-2.14949
Albrechtice,49.78645,18.52444
Albrechtice nad Orlici,50.13979,16.06437
Albrighton,52.63333,-2.26667
Albsfelde,53.68333,10.7
Albshausen,50.54431,8.43784
Albstadt,48.21644,9.02596
Albu Kamal,34.45226,40.91854
Albuccione,41.95245,12.69873
Albudeite,38.02895,-1.38664
Albuera,10.9158,124.6945
Albufeira,37.08819,-8.2503
Albugnano,45.07755,7.97113
Albuixech,39.55,-0.31667
Albunan,37.22708,-3.13321
Albunol,36.79203,-3.205
Albunuelas,36.92828,-3.63184
Albuquerque,35.08449,-106.65114
Alburquerque,39.22076,-7.00234
Alburquerque,9.60806,123.95806
Alburtis,40.51093,-75.60297
Albury,-36.07494,146.92394
Albuzzano,45.18719,9.27383
Alby,59.2335,17.8538
Alby-sur-Cheran,45.81667,6.01667
Alca,-15.13472,-72.76472
Alcabideche,38.73366,-9.40928
Alcabon,40.00224,-4.36852
Alcacer do Sal,38.37326,-8.51444
Alcadozo,38.64916,-1.97998
Alcaine,40.95341,-0.70583
Alcains,39.91642,-7.45655
Alcala,17.9021,121.65595
Alcala,15.84722,120.52417
Alcala,4.67472,-75.7825
Alcala de Ebro,41.81495,-1.19429
Alcala de Guadaira,37.33791,-5.83951
Alcala de Gurrea,42.06653,-0.68534
Alcala de Henares,40.48205,-3.35996
Alcala de la Selva,40.37183,-0.72015
Alcala de la Vega,40.03333,-1.51667
Alcala de los Gazules,36.46212,-5.72382
Alcala de Moncayo,41.7861,-1.69544
Alcala de Xivert,40.3,0.23333
Alcala del Jucar,39.19313,-1.43017
Alcala del Obispo,42.0773,-0.2912
Alcala del Valle,36.90448,-5.1724
Alcala la Real,37.4614,-3.92301
Alcalali,38.75038,-0.04013
Alcalde Diaz,9.12016,-79.55641
Alcamo,37.9779,12.96473
Alcanadre,42.40492,-2.12073
Alcanar,40.54316,0.48082
Alcanede,39.41501,-8.82189
Alcanena,39.459,-8.66892
Alcanices,41.6994,-6.34647
Alcaniz,41.05,-0.13333
Alcanizo,39.90315,-5.10588
Alcano,41.48064,0.61659
Alcantara,39.71895,-6.88375
Alcantara,-2.4041,-44.41669
Alcantara,12.2589,122.0544
Alcantara,9.97556,123.40611
Alcantarilla,37.96939,-1.21714
Alcantera de Xuquer,39.06667,-0.55
Alcantud,40.54818,-2.33258
Alcara Li Fusi,38.02143,14.70142
Alcaracejos,38.38333,-4.96667
Alcaraz,38.6668,-2.49105
Alcarras,41.56667,0.51667
Alcasser,39.36791,-0.44447
Alcaucin,36.90301,-4.11406
Alcaudete,37.59091,-4.08237
Alcazar de San Juan,39.39011,-3.20827
Alcazar del Rey,40.06289,-2.80782
Alcazaren,41.37061,-4.67262
Alcester,52.21667,-1.86667
Alchevs'k,48.46893,38.81669
Alcoa,35.78953,-83.97379
Alcoba,39.25988,-4.47715
Alcobaca,39.55223,-8.97749
Alcobendas,40.54746,-3.64197
Alcoceber,40.25142,0.28433
Alcocer,40.46972,-2.6094
Alcocer,20.8687,-100.70381
Alcocer de Planes,38.79501,-0.40244
Alcocero de Mola,42.47222,-3.3579
Alcochete,38.75534,-8.96086
Alcoentre,39.20857,-8.95953
Alcohujate,40.41763,-2.6149
Alcolea,36.97458,-2.9615
Alcolea de Calatrava,38.9868,-4.11597
Alcolea de Cinca,41.71944,0.11716
Alcolea de las Penas,41.2096,-2.78483
Alcolea de Tajo,39.80966,-5.14738
Alcolea del Pinar,41.03569,-2.46645
Alcolea del Rio,37.61506,-5.66694
Alcoletge,41.64762,0.69383
Alcollarin,39.2447,-5.73924
Alconaba,41.7236,-2.38483
Alconada,40.91092,-5.36305
Alconada de Maderuelo,41.45015,-3.48554
Alconchel,38.51648,-7.07161
Alconchel de Ariza,41.20428,-2.12191
Alconchel de la Estrella,39.71963,-2.57366
Alconera,38.4,-6.46667
Alcontar,37.33647,-2.59725
Alcorcon,40.34582,-3.82487
Alcorisa,40.8921,-0.38143
Alcoroches,40.62669,-1.74629
Alcoutim,37.47432,-7.47228
Alcover,41.26267,1.1701
Alcoy,38.70545,-0.47432
Alcoy,9.7102,123.5067
Alcozacan,17.50444,-99.095
Alcubierre,41.80757,-0.45291
Alcubilla de Avellaneda,41.72593,-3.30471
Alcubilla de las Penas,41.25129,-2.52684
Alcubilla de Nogales,42.12787,-5.92184
Alcubillas,38.75312,-3.13407
Alcublas,39.8,-0.7
Alcudia,39.85316,3.12138
Alcudia de Monteagud,37.23529,-2.2665
Alcudia de Veo,39.91667,-0.35
Alcuescar,39.18091,-6.22917
Aldaia,39.46569,-0.46005
Aldama,22.92157,-98.07519
Aldama,20.81564,-101.31527
Aldan,58.61021,125.39613
Aldan,39.9215,-75.28796
Aldana,0.88283,-77.70103
Aldar,47.64226,96.53687
Aldbourne,51.48098,-1.61827
Aldbrough,53.82893,-0.11467
Aldea de San Miguel,41.46098,-4.6158
Aldea del Cano,39.28874,-6.31806
Aldea del Fresno,40.3236,-4.20319
Aldea del Obispo,40.70677,-6.79253
Aldea del Rey,38.7383,-3.84017
Aldea Real,41.18553,-4.16559
Aldea San Antonio,-32.62376,-58.70333
Aldeacentenera,39.52725,-5.62936
Aldeacipreste,40.3809,-5.89754
Aldeadavila de la Ribera,41.21769,-6.61786
Aldealafuente,41.67194,-2.32522
Aldealcorvo,41.24443,-3.79136
Aldealengua,40.9809,-5.54922
Aldealengua de Santa Maria,41.46196,-3.46723
Aldealpozo,41.78258,-2.20416
Aldealsenor,41.8789,-2.31565
Aldeamayor de San Martin,41.51256,-4.63955
Aldeanueva de Barbarroya,39.75934,-5.02287
Aldeanueva de Ebro,42.22911,-1.88735
Aldeanueva de Figueroa,41.14809,-5.52404
Aldeanueva de Guadalajara,40.67988,-3.04438
Aldeanueva de la Sierra,40.6162,-6.10023
Aldeanueva de la Vera,40.1271,-5.7015
Aldeanueva de San Bartolome,39.63608,-5.11307
Aldeanueva de Santa Cruz,40.38189,-5.42142
Aldeanueva del Camino,40.2598,-5.92886
Aldeanueva del Codonal,41.08236,-4.54369
Aldeaquemada,38.41215,-3.37137
Aldearrodrigo,41.10966,-5.80726
Aldearrubia,41.00807,-5.49829
Aldeaseca,41.04912,-4.81707
Aldeaseca de Alba,40.81909,-5.44699
Aldeaseca de la Frontera,40.94161,-5.20719
Aldeasona,41.47285,-4.05711
Aldeatejada,40.92168,-5.69273
Aldeavieja de Tormes,40.58307,-5.61705
Aldeboarn,53.05,5.9
Aldeburgh,52.15259,1.60124
Aldehuela de la Boveda,40.85077,-6.0526
Aldehuela de Liestos,41.0641,-1.70107
Aldehuela de Yeltes,40.66254,-6.24332
Aldehuela del Codonal,41.05504,-4.53863
Aldeia de Joanes,40.13905,-7.51694
Aldeia de Paio Pires,38.61667,-9.08333
Aldeire,37.16012,-3.07204
Alden,42.90006,-78.49197
Aldenhoven,50.9,6.28333
Aldeno,45.97758,11.09276
Aldeonte,41.35092,-3.67847
Alderbury,51.04354,-1.73382
Alderetes,-26.81667,-65.13333
Aldergrove,49.05801,-122.47087
Alderholt,50.91667,-1.83333
Alderley Edge,53.30393,-2.23773
Aldersbach,48.6,13.08333
Aldershot,51.24827,-0.76389
Alderson,37.72595,-80.64202
Alderton,47.16955,-122.22928
Alderwood Manor,47.82204,-122.28207
Aldford,53.12762,-2.86812
Aldgate,-35.01667,138.73333
Aldine,29.93245,-95.38021
Aldinga,-35.28333,138.48333
Aldingen,48.1,8.7
Aldino,46.36581,11.35508
Aldona,15.59337,73.87482
Aldrans,47.25,11.45
Aldridge,52.60549,-1.91715
Alebtong,2.24472,33.25472
Aled,56.75,12.93333
Aledo,37.79341,-1.57356
Aledo,32.69596,-97.60225
Aledo,41.19976,-90.74931
Aleg,17.0481,-13.9209
Alegre,-20.76361,-41.53306
Alegrete,-29.78306,-55.79194
Alegrete,39.23983,-7.32342
Alegria,12.3984,124.3261
Alegria,10.64345,123.0836
Alegria,9.7289,123.3398
Alegria,9.46694,125.57722
Alegria,8.50667,126.01194
Alegria de Oria,43.10097,-2.09637
Alejal,7.38417,125.66
Alejandro Roca,-33.35369,-63.71849
Alejo Gonzalez (Bilbao),25.82194,-103.19472
Alejo Ledesma,-33.60643,-62.62304
Aleksandriya,45.09472,43.24556
Aleksandriyskaya,44.22722,43.34528
Aleksandro-Nevskiy,53.4751,40.2095
Aleksandrov,56.39516,38.71216
Aleksandrov Gay,50.14704,48.57037
Aleksandrovac,43.45861,21.0525
Aleksandrovka,46.83826,32.76116
Aleksandrovo,45.63755,20.59288
Aleksandrovsk,59.1581,57.5695
Aleksandrovsk-Sakhalinskiy,50.89926,142.16215
Aleksandrovskaya,60.05168,29.97935
Aleksandrovskaya,59.73083,30.33222
Aleksandrovskaya,43.48333,43.65
Aleksandrovskiy Zavod,50.92525,117.93773
Aleksandrovskoye,44.71417,43.00083
Aleksandrovskoye,56.74083,85.39056
Aleksandrow,50.4663,22.89225
Aleksandrow,51.27126,19.99005
Aleksandrow Kujawski,52.87659,18.69345
Aleksandrow Lodzki,51.81965,19.30384
Alekseyevka,55.63,37.8
Alekseyevka,54.85,55.23333
Alekseyevka,52.30583,48.02611
Alekseyevka,50.6309,38.6903
Alekseyevskaya,50.2896,42.1845
Alekseyevskaya,45.77167,40.15528
Alekseyevskaya,57.85,108.4
Alekseyevskoye,55.30706,50.11353
Aleksin,54.50503,37.0674
Aleksinac,43.54167,21.70778
Aleksotas,54.88333,23.9
Alella,41.49379,2.29451
Alem Paraiba,-21.88778,-42.70444
Alemanguan,10.61177,119.3268
Alemba,-8.1518,124.7436
Alen,62.84185,11.3013
Alencon,48.43333,0.08333
Alenquer,-1.94167,-54.73833
Alenquer,39.05315,-9.00928
Alentisque,41.42059,-2.33189
Alenya,42.63875,2.98148
Alepe,5.5004,-3.66308
Alepou,39.61594,19.89564
Aleppo,36.20124,37.16117
Alerheim,48.85,10.61667
Aleria,42.1024,9.51575
Alerre,42.16468,-0.46369
Ales,44.13333,4.08333
Ales,39.7683,8.8152
Alesanco,42.41409,-2.81666
Alesd,47.06667,22.41667
Alesheim,49.04648,10.86496
Aleshtar,33.86419,48.26258
Aleson,42.40554,-2.68938
Alessandria,44.90924,8.61007
Alessandria del Carretto,39.95874,16.37963
Alessandria della Rocca,37.56767,13.45343
Alessano,39.89381,18.33221
Alestrup,56.6947,9.49336
Alesund,62.47225,6.15492
Aletengxire,39.57993,109.75821
Aletshausen,48.19859,10.38877
Alexander,34.62954,-92.44127
Alexander City,32.94401,-85.95385
Alexander Heights,-31.82758,115.86501
Alexandra,-37.19132,145.7112
Alexandreia,40.62667,22.44417
Alexandria,-33.91667,151.2
Alexandria,-33.90219,151.20037
Alexandria,-6.4125,-38.01583
Alexandria,31.21564,29.95527
Alexandria,55.99379,-4.5864
Alexandria,18.30768,-77.35335
Alexandria,43.98333,25.33333
Alexandria,38.95951,-84.38799
Alexandria,31.31129,-92.44514
Alexandria,38.80484,-77.04692
Alexandria,33.77399,-85.88552
Alexandria,40.26282,-85.67581
Alexandria,45.88524,-95.37754
Alexandria,43.61146,-71.79286
Alexandria,43.65359,-97.78285
Alexandria Bay,44.33588,-75.91773
Alexandroupoli,40.84995,25.87644
Alexandru Ioan Cuza,47.13333,26.85
Alexandru Odobescu,44.26667,27.08333
Alexandru Vlahuta,46.41667,27.63333
Alexeni,44.68333,26.7
Aleysk,52.4926,82.7822
Alezio,40.06226,18.05712
Alf,50.05,7.11667
Alfacar,37.23744,-3.56807
Alfafar,39.41667,-0.38333
Alfafara,38.77339,-0.55551
Alfajarin,41.614,-0.7037
Alfambra,40.54638,-1.03314
Alfamen,41.43919,-1.24458
Alfandega da Fe,41.34315,-6.96112
Alfano,40.17687,15.4245
Alfantega,41.82832,0.14823
Alfara de Algimia,39.76667,-0.35
Alfara del Patriarca,39.55,-0.38333
Alfarelos,40.15057,-8.65326
Alfarnate,36.99426,-4.25929
Alfarnatejo,36.9957,-4.26064
Alfaro,42.18032,-1.75016
Alfarp,39.28333,-0.55
Alfarras,41.81667,0.58333
Alfarrasi,38.9,-0.5
Alfatar,43.95,27.28333
Alfauir,38.93333,-0.25
Alfdorf,48.84385,9.71857
Alfedena,41.73545,14.035
Alfeiousa,37.64019,21.5375
Alfeld,51.98382,9.81989
Alfeld,49.43333,11.55
Alfena,41.23671,-8.52454
Alfenas,-21.42917,-45.94722
Alferrarede,39.48333,-8.16667
Alfes,41.52143,0.6205
Alfhausen,52.5,7.95
Alfianello,45.26698,10.14817
Alfiano Natta,45.0486,8.2073
Alflen,50.18333,7.03333
Alfondeguilla,39.83333,-0.26667
Alfonsine,44.50768,12.03743
Alfonso,14.14083,120.85389
Alfonso G. Calderon (Poblado Siete),26.06528,-109.01972
Alfonso G. Calderon Velarde,25.78556,-108.60222
Alfonso Garzon [Granjas Familiares],32.54667,-116.61722
Alfonso Moguel,16.6675,-93.50639
Alford,57.23257,-2.70298
Alford,53.25,0.18333
Alforja,41.21108,0.97542
Alforque,41.32942,-0.38525
Alfortville,48.80575,2.4204
Alfred,43.47647,-70.71839
Alfred,42.25424,-77.79055
Alfred Cove,-32.03316,115.81259
Alfredo Baquerizo Moreno,-1.91667,-79.51667
Alfredo Chaves,-20.635,-40.74972
Alfredo V. Bonfil,21.08776,-86.84706
Alfredo V. Bonfil (Chacampalco),18.65528,-99.15417
Alfredo V. Bonfil (Siete Ejidos),25.64306,-108.23333
Alfreton,53.09766,-1.38376
Alfstedt,53.55,9.06667
Alfta,61.34675,16.07499
Alftanes,64.1,-22.01667
Alfter,50.73333,7.01667
Alga,40.2363,71.49899
Algadefe,42.21931,-5.58419
Algaida,39.55899,2.89541
Algamitas,37.01516,-5.14949
Algar,36.65748,-5.65558
Algar de Mesa,41.13494,-1.95964
Algard,58.76417,5.85253
Algarinejo,37.32526,-4.1585
Algarra,40,-1.43333
Algarrobo,10.18694,-74.57528
Algarrobo,36.77388,-4.03952
Algarrobo del Aguila,-36.39968,-67.14511
Algatocin,36.57356,-5.27554
